adgroup_id,展示量,点击量,点击率百分比
44550,3,0,0.0
36868,7,0,0.0
37090,2,0,0.0
38517,4,0,0.0
40241,7,0,0.0
40381,14,0,0.0
41032,8,0,0.0
42395,1,0,0.0
44136,2,0,0.0
44586,26,0,0.0
44886,4,0,0.0
38596,1,0,0.0
40225,11,0,0.0
41717,2,0,0.0
43872,1,0,0.0
37368,1,0,0.0
38218,20,0,0.0
39428,4,0,0.0
39707,3,0,0.0
40126,1,0,0.0
41259,7,0,0.0
41799,1,0,0.0
43265,1,0,0.0
37280,1,0,0.0
37420,1,0,0.0
38933,1,0,0.0
39033,4,0,0.0
39746,4,0,0.0
40444,10,0,0.0
41962,27,0,0.0
42672,1,0,0.0
43283,35,0,0.0
43963,1,0,0.0
44341,3,0,0.0
44396,1,0,0.0
36881,1,0,0.0
37159,1,0,0.0
37461,9,0,0.0
37775,14,0,0.0
38478,1,0,0.0
42242,2,0,0.0
43556,6,0,0.0
43560,6,0,0.0
37611,12,0,0.0
37801,1,0,0.0
37842,1,0,0.0
38078,1,0,0.0
38241,9,0,0.0
38953,1,0,0.0
39340,1,0,0.0
39920,39,0,0.0
41170,1,0,0.0
42383,1,0,0.0
42505,1,0,0.0
42914,18,0,0.0
43709,13,0,0.0
44331,5,0,0.0
44482,1,0,0.0
38191,1,0,0.0
38724,1,0,0.0
38729,23,0,0.0
38755,1,0,0.0
41516,1,0,0.0
42047,6,0,0.0
42559,6,0,0.0
42586,5,0,0.0
43543,12,0,0.0
44204,1,0,0.0
44455,5,0,0.0
37109,21,0,0.0
37342,2,0,0.0
38129,1,0,0.0
39103,7,0,0.0
39499,27,0,0.0
40548,8,0,0.0
40561,6,0,0.0
41049,7,0,0.0
42618,9,0,0.0
42756,1,0,0.0
36745,1,0,0.0
37693,1,0,0.0
37991,5,0,0.0
39615,51,0,0.0
41598,1,0,0.0
42355,1,0,0.0
43940,1,0,0.0
44360,7,0,0.0
44531,2,0,0.0
38304,2,0,0.0
38839,16,0,0.0
38947,1,0,0.0
40947,1,0,0.0
41358,4,0,0.0
41504,1,0,0.0
43105,1,0,0.0
43316,1,0,0.0
43321,1,0,0.0
43415,3,0,0.0
44473,3,0,0.0
36896,2,0,0.0
37470,3,0,0.0
37959,3,0,0.0
38820,1,0,0.0
42143,2,0,0.0
43073,8,0,0.0
43571,1,0,0.0
36757,1,0,0.0
37555,1,0,0.0
37635,1,0,0.0
37914,1,0,0.0
38841,4,0,0.0
39326,21,0,0.0
40453,4,0,0.0
41308,8,0,0.0
41325,1,0,0.0
41681,3,0,0.0
42163,1,0,0.0
42766,2,0,0.0
42957,5,0,0.0
36670,5,0,0.0
37279,2,0,0.0
39560,16,0,0.0
43209,1,0,0.0
36754,3,0,0.0
37926,2,0,0.0
38209,3,0,0.0
39261,2,0,0.0
39990,6,0,0.0
40066,2,0,0.0
40533,1,0,0.0
42429,4,0,0.0
36767,27,0,0.0
37598,3,0,0.0
40593,5,0,0.0
43067,25,0,0.0
43388,1,0,0.0
44478,1,0,0.0
45040,3,0,0.0
36779,1,0,0.0
37406,1,0,0.0
39250,2,0,0.0
39603,12,0,0.0
40181,4,0,0.0
40726,2,0,0.0
42144,1,0,0.0
43348,1,0,0.0
36827,1,0,0.0
37933,1,0,0.0
39052,2,0,0.0
39850,1,0,0.0
40610,1,0,0.0
42940,1,0,0.0
45203,2,0,0.0
36989,1,0,0.0
37054,4,0,0.0
38588,2,0,0.0
38652,1,0,0.0
39909,22,0,0.0
40145,10,0,0.0
40518,2,0,0.0
41052,5,0,0.0
42193,10,0,0.0
42266,3,0,0.0
43463,1,0,0.0
45072,6,0,0.0
45132,5,0,0.0
39180,1,0,0.0
39369,5,0,0.0
40685,2,0,0.0
40958,2,0,0.0
41014,6,0,0.0
43637,1,0,0.0
45044,1,0,0.0
37242,1,0,0.0
37730,14,0,0.0
37855,1,0,0.0
39614,1,0,0.0
40098,3,0,0.0
41837,7,0,0.0
43082,2,0,0.0
43838,1,0,0.0
37051,1,0,0.0
37137,1,0,0.0
38945,1,0,0.0
40414,1,0,0.0
40511,1,0,0.0
36698,2,0,0.0
37840,1,0,0.0
37976,5,0,0.0
38412,4,0,0.0
38754,3,0,0.0
38967,4,0,0.0
39331,42,0,0.0
39921,1,0,0.0
41147,7,0,0.0
42785,5,0,0.0
43188,1,0,0.0
43253,2,0,0.0
36719,3,0,0.0
37337,1,0,0.0
37507,3,0,0.0
39455,1,0,0.0
39561,1,0,0.0
40271,15,0,0.0
42189,1,0,0.0
43666,1,0,0.0
39808,3,0,0.0
40544,1,0,0.0
41059,3,0,0.0
44981,1,0,0.0
37173,15,0,0.0
37564,2,0,0.0
37748,16,0,0.0
38771,3,0,0.0
40171,2,0,0.0
40214,3,0,0.0
41229,1,0,0.0
42175,1,0,0.0
43696,2,0,0.0
44191,1,0,0.0
44598,4,0,0.0
38025,2,0,0.0
38267,5,0,0.0
40093,1,0,0.0
40153,1,0,0.0
40705,1,0,0.0
40865,1,0,0.0
41602,1,0,0.0
41690,1,0,0.0
44762,1,0,0.0
36618,2,0,0.0
36842,4,0,0.0
37830,4,0,0.0
41435,3,0,0.0
41986,3,0,0.0
42741,1,0,0.0
37885,3,0,0.0
39376,42,0,0.0
42865,2,0,0.0
44459,1,0,0.0
36614,14,0,0.0
36782,16,0,0.0
38316,1,0,0.0
38844,1,0,0.0
40646,3,0,0.0
40778,1,0,0.0
41520,3,0,0.0
41998,1,0,0.0
42115,16,0,0.0
43367,1,0,0.0
43766,10,0,0.0
43988,2,0,0.0
44045,2,0,0.0
41021,10,0,0.0
41534,2,0,0.0
42996,9,0,0.0
43168,4,0,0.0
43724,3,0,0.0
44768,1,0,0.0
45212,1,0,0.0
45277,9,0,0.0
36826,1,0,0.0
36890,1,0,0.0
40007,3,0,0.0
40136,1,0,0.0
42887,3,0,0.0
43078,21,0,0.0
44612,3,0,0.0
45122,2,0,0.0
45216,3,0,0.0
36979,3,0,0.0
37070,4,0,0.0
38527,1,0,0.0
38977,11,0,0.0
40070,1,0,0.0
40184,1,0,0.0
40326,1,0,0.0
43015,1,0,0.0
45160,3,0,0.0
38458,9,0,0.0
39491,7,0,0.0
40588,1,0,0.0
41220,1,0,0.0
41356,8,0,0.0
42513,1,0,0.0
45157,1,0,0.0
38319,56,0,0.0
38349,3,0,0.0
39307,6,0,0.0
40427,1,0,0.0
40729,2,0,0.0
41211,3,0,0.0
44085,1,0,0.0
44096,2,0,0.0
44152,12,0,0.0
44223,1,0,0.0
44690,2,0,0.0
41276,1,0,0.0
41446,12,0,0.0
37212,2,0,0.0
38196,1,0,0.0
38852,1,0,0.0
44168,1,0,0.0
44804,1,0,0.0
38240,1,0,0.0
38837,1,0,0.0
38939,6,0,0.0
42496,20,0,0.0
42941,7,0,0.0
44645,1,0,0.0
45133,8,0,0.0
38035,2,0,0.0
38327,5,0,0.0
38360,1,0,0.0
38384,9,0,0.0
38389,1,0,0.0
38822,1,0,0.0
41364,5,0,0.0
42964,8,0,0.0
44693,1,0,0.0
37052,3,0,0.0
37403,2,0,0.0
39367,12,0,0.0
40311,2,0,0.0
40485,11,0,0.0
40651,7,0,0.0
42122,2,0,0.0
42547,1,0,0.0
45015,1,0,0.0
36838,1,0,0.0
37653,2,0,0.0
38251,5,0,0.0
38529,2,0,0.0
39948,6,0,0.0
40733,2,0,0.0
41075,1,0,0.0
41087,3,0,0.0
42372,2,0,0.0
42427,1,0,0.0
44692,1,0,0.0
45005,1,0,0.0
36921,1,0,0.0
39763,21,0,0.0
40188,1,0,0.0
40516,2,0,0.0
42055,1,0,0.0
42514,3,0,0.0
42551,1,0,0.0
43444,1,0,0.0
45073,1,0,0.0
36664,4,0,0.0
37095,9,0,0.0
40855,6,0,0.0
44535,3,0,0.0
36831,1,0,0.0
39269,1,0,0.0
40010,1,0,0.0
41521,1,0,0.0
43529,6,0,0.0
44374,2,0,0.0
44417,7,0,0.0
37202,1,0,0.0
37602,12,0,0.0
38736,21,0,0.0
39039,2,0,0.0
39567,1,0,0.0
44066,5,0,0.0
44436,2,0,0.0
45056,8,0,0.0
37336,14,0,0.0
40019,1,0,0.0
40211,2,0,0.0
40274,2,0,0.0
41143,5,0,0.0
41226,8,0,0.0
41257,2,0,0.0
41318,1,0,0.0
41528,3,0,0.0
42027,2,0,0.0
42277,1,0,0.0
42651,2,0,0.0
44442,1,0,0.0
36933,1,0,0.0
39235,5,0,0.0
40683,18,0,0.0
40878,1,0,0.0
41238,2,0,0.0
42354,3,0,0.0
43074,3,0,0.0
44187,1,0,0.0
36760,1,0,0.0
37358,21,0,0.0
39566,4,0,0.0
41744,3,0,0.0
42648,7,0,0.0
42761,5,0,0.0
43676,1,0,0.0
44011,2,0,0.0
45059,2,0,0.0
36871,1,0,0.0
39759,9,0,0.0
40013,1,0,0.0
40239,3,0,0.0
40479,2,0,0.0
44283,8,0,0.0
44465,1,0,0.0
44922,7,0,0.0
45116,1,0,0.0
37059,1,0,0.0
37108,1,0,0.0
37466,16,0,0.0
37645,1,0,0.0
37975,4,0,0.0
39280,8,0,0.0
40839,1,0,0.0
41483,9,0,0.0
43497,9,0,0.0
44318,7,0,0.0
44373,1,0,0.0
38500,2,0,0.0
39943,3,0,0.0
41514,1,0,0.0
44510,2,0,0.0
45092,2,0,0.0
38405,1,0,0.0
38610,2,0,0.0
40770,1,0,0.0
41029,1,0,0.0
42501,6,0,0.0
42882,6,0,0.0
44815,1,0,0.0
44984,1,0,0.0
36835,3,0,0.0
37568,1,0,0.0
39107,1,0,0.0
39745,6,0,0.0
41824,1,0,0.0
42036,5,0,0.0
42621,2,0,0.0
43612,5,0,0.0
36806,2,0,0.0
37999,5,0,0.0
38454,1,0,0.0
38870,7,0,0.0
38988,1,0,0.0
39354,1,0,0.0
39927,19,0,0.0
39937,1,0,0.0
40555,29,0,0.0
40714,3,0,0.0
42297,1,0,0.0
42997,8,0,0.0
37815,1,0,0.0
38301,1,0,0.0
38440,2,0,0.0
39388,1,0,0.0
39893,16,0,0.0
40869,7,0,0.0
40996,1,0,0.0
42209,13,0,0.0
43448,2,0,0.0
43771,6,0,0.0
44081,10,0,0.0
44164,7,0,0.0
44349,1,0,0.0
39629,47,0,0.0
40076,10,0,0.0
40779,17,0,0.0
42401,1,0,0.0
42578,1,0,0.0
42809,7,0,0.0
43204,7,0,0.0
43808,9,0,0.0
36994,2,0,0.0
37929,1,0,0.0
41099,3,0,0.0
41253,4,0,0.0
41655,1,0,0.0
41797,2,0,0.0
42070,11,0,0.0
43405,4,0,0.0
40562,2,0,0.0
40735,2,0,0.0
41271,2,0,0.0
43754,3,0,0.0
36642,1,0,0.0
37656,2,0,0.0
38521,1,0,0.0
38816,1,0,0.0
41077,1,0,0.0
41224,1,0,0.0
41401,2,0,0.0
42601,1,0,0.0
43429,1,0,0.0
43512,1,0,0.0
44613,3,0,0.0
44657,1,0,0.0
46266,44,0,0.0
47283,6,0,0.0
48254,1,0,0.0
48398,5,0,0.0
49308,4,0,0.0
49855,1,0,0.0
50223,1,0,0.0
51393,1,0,0.0
53565,2,0,0.0
46108,7,0,0.0
46491,9,0,0.0
46938,2,0,0.0
47268,2,0,0.0
47300,1,0,0.0
48686,1,0,0.0
48711,4,0,0.0
49197,6,0,0.0
50954,1,0,0.0
51388,1,0,0.0
52507,12,0,0.0
53299,1,0,0.0
46555,1,0,0.0
51243,18,0,0.0
45769,5,0,0.0
45895,3,0,0.0
46971,3,0,0.0
47013,2,0,0.0
47622,2,0,0.0
48308,25,0,0.0
49668,1,0,0.0
49696,6,0,0.0
51629,2,0,0.0
53896,7,0,0.0
48482,2,0,0.0
52712,1,0,0.0
53546,6,0,0.0
54404,2,0,0.0
46916,3,0,0.0
48502,1,0,0.0
49678,91,0,0.0
49767,2,0,0.0
50616,2,0,0.0
51594,12,0,0.0
51979,10,0,0.0
52060,22,0,0.0
52195,1,0,0.0
52315,7,0,0.0
53083,1,0,0.0
53890,7,0,0.0
53957,4,0,0.0
46130,1,0,0.0
46167,2,0,0.0
46693,10,0,0.0
47666,1,0,0.0
49182,2,0,0.0
50417,2,0,0.0
52080,4,0,0.0
53467,9,0,0.0
53708,6,0,0.0
54146,3,0,0.0
54361,4,0,0.0
45781,1,0,0.0
46739,4,0,0.0
47159,2,0,0.0
47233,4,0,0.0
47242,1,0,0.0
49937,1,0,0.0
51407,6,0,0.0
51959,1,0,0.0
52246,2,0,0.0
52620,3,0,0.0
53127,2,0,0.0
53344,1,0,0.0
54313,1,0,0.0
45324,14,0,0.0
46063,1,0,0.0
46420,1,0,0.0
50876,2,0,0.0
52822,2,0,0.0
45991,1,0,0.0
45999,3,0,0.0
47238,1,0,0.0
49425,1,0,0.0
49712,1,0,0.0
50685,1,0,0.0
52778,7,0,0.0
53845,3,0,0.0
54215,2,0,0.0
46929,5,0,0.0
47246,2,0,0.0
47320,1,0,0.0
48659,2,0,0.0
49251,1,0,0.0
49790,1,0,0.0
50747,1,0,0.0
51036,1,0,0.0
51418,1,0,0.0
51754,2,0,0.0
52550,3,0,0.0
53592,3,0,0.0
54272,1,0,0.0
47102,1,0,0.0
47597,1,0,0.0
48789,1,0,0.0
50349,1,0,0.0
51994,14,0,0.0
53578,1,0,0.0
47951,1,0,0.0
50359,3,0,0.0
50402,10,0,0.0
51911,2,0,0.0
52109,1,0,0.0
54321,1,0,0.0
45907,9,0,0.0
47183,1,0,0.0
47856,4,0,0.0
48426,3,0,0.0
49901,3,0,0.0
50686,1,0,0.0
52128,1,0,0.0
52772,1,0,0.0
52884,1,0,0.0
53218,5,0,0.0
54108,1,0,0.0
46314,3,0,0.0
46577,1,0,0.0
48285,5,0,0.0
48435,1,0,0.0
48438,1,0,0.0
49157,3,0,0.0
49355,10,0,0.0
51386,1,0,0.0
51854,6,0,0.0
53290,1,0,0.0
54439,4,0,0.0
46248,1,0,0.0
46523,1,0,0.0
48071,1,0,0.0
49135,28,0,0.0
50458,1,0,0.0
50661,1,0,0.0
51340,12,0,0.0
51763,9,0,0.0
53735,9,0,0.0
45440,1,0,0.0
45839,18,0,0.0
47076,4,0,0.0
49490,2,0,0.0
49545,11,0,0.0
49673,3,0,0.0
49979,1,0,0.0
50634,1,0,0.0
52599,1,0,0.0
53782,1,0,0.0
54187,1,0,0.0
45934,1,0,0.0
46590,1,0,0.0
48597,2,0,0.0
49487,3,0,0.0
50666,1,0,0.0
51182,1,0,0.0
51242,1,0,0.0
52294,1,0,0.0
53879,2,0,0.0
54242,1,0,0.0
45983,39,0,0.0
46378,1,0,0.0
46661,23,0,0.0
46775,1,0,0.0
47641,1,0,0.0
48466,3,0,0.0
48587,1,0,0.0
49447,1,0,0.0
49500,2,0,0.0
49679,8,0,0.0
49693,1,0,0.0
49834,4,0,0.0
50858,4,0,0.0
52186,7,0,0.0
52662,3,0,0.0
45641,2,0,0.0
45784,2,0,0.0
45876,16,0,0.0
47026,1,0,0.0
48175,1,0,0.0
49626,6,0,0.0
50237,1,0,0.0
51901,1,0,0.0
53046,2,0,0.0
53397,11,0,0.0
53862,4,0,0.0
46517,2,0,0.0
47421,1,0,0.0
47872,3,0,0.0
49044,8,0,0.0
50200,5,0,0.0
50749,1,0,0.0
51124,19,0,0.0
51984,10,0,0.0
52074,12,0,0.0
53548,1,0,0.0
53873,7,0,0.0
54116,1,0,0.0
46925,2,0,0.0
48214,6,0,0.0
51459,1,0,0.0
51855,4,0,0.0
53219,1,0,0.0
53465,1,0,0.0
53690,1,0,0.0
54159,2,0,0.0
45468,1,0,0.0
46666,1,0,0.0
46910,1,0,0.0
47804,1,0,0.0
50283,1,0,0.0
51029,2,0,0.0
52320,4,0,0.0
54024,2,0,0.0
46194,3,0,0.0
46402,2,0,0.0
46681,1,0,0.0
47530,2,0,0.0
47579,1,0,0.0
48951,1,0,0.0
49630,1,0,0.0
49653,13,0,0.0
51307,1,0,0.0
52188,5,0,0.0
52897,4,0,0.0
53296,4,0,0.0
53475,16,0,0.0
53726,1,0,0.0
48745,8,0,0.0
49887,1,0,0.0
50463,2,0,0.0
50692,1,0,0.0
50945,1,0,0.0
51547,1,0,0.0
52057,5,0,0.0
53212,2,0,0.0
45332,58,0,0.0
45625,1,0,0.0
46430,1,0,0.0
49484,2,0,0.0
49624,2,0,0.0
51655,16,0,0.0
52191,2,0,0.0
47228,9,0,0.0
48182,1,0,0.0
50051,1,0,0.0
50339,2,0,0.0
51240,5,0,0.0
48555,1,0,0.0
49381,2,0,0.0
49952,1,0,0.0
51642,2,0,0.0
52588,1,0,0.0
52917,3,0,0.0
45416,1,0,0.0
45419,20,0,0.0
45562,2,0,0.0
46573,25,0,0.0
49570,1,0,0.0
50279,1,0,0.0
45496,1,0,0.0
45820,1,0,0.0
47854,3,0,0.0
48350,22,0,0.0
48450,4,0,0.0
48848,1,0,0.0
49530,3,0,0.0
49714,1,0,0.0
50798,3,0,0.0
50932,1,0,0.0
51219,3,0,0.0
51467,1,0,0.0
52232,2,0,0.0
52322,7,0,0.0
54023,1,0,0.0
45339,1,0,0.0
45961,2,0,0.0
46041,3,0,0.0
46335,1,0,0.0
46367,2,0,0.0
47249,4,0,0.0
50713,1,0,0.0
51918,20,0,0.0
52775,2,0,0.0
46345,1,0,0.0
46605,1,0,0.0
48378,2,0,0.0
54101,2,0,0.0
46481,6,0,0.0
46622,10,0,0.0
47140,2,0,0.0
48475,1,0,0.0
48644,21,0,0.0
49472,17,0,0.0
51758,1,0,0.0
52933,1,0,0.0
53062,3,0,0.0
53287,1,0,0.0
54406,1,0,0.0
46109,1,0,0.0
46152,1,0,0.0
46789,1,0,0.0
47841,3,0,0.0
49465,8,0,0.0
49535,5,0,0.0
50636,1,0,0.0
50947,8,0,0.0
50974,6,0,0.0
51380,7,0,0.0
52037,1,0,0.0
52877,3,0,0.0
53622,17,0,0.0
53811,1,0,0.0
48336,2,0,0.0
49543,2,0,0.0
50836,4,0,0.0
51569,8,0,0.0
51578,1,0,0.0
52752,1,0,0.0
53318,6,0,0.0
53959,5,0,0.0
54091,1,0,0.0
45657,1,0,0.0
47306,7,0,0.0
51276,14,0,0.0
51757,4,0,0.0
52189,6,0,0.0
52806,1,0,0.0
53189,1,0,0.0
53503,3,0,0.0
45928,4,0,0.0
47667,4,0,0.0
48144,12,0,0.0
48653,3,0,0.0
48771,1,0,0.0
48964,1,0,0.0
53321,1,0,0.0
46713,13,0,0.0
51346,1,0,0.0
53025,3,0,0.0
54306,26,0,0.0
45889,3,0,0.0
45941,1,0,0.0
47950,2,0,0.0
48850,1,0,0.0
50521,2,0,0.0
50788,4,0,0.0
51322,8,0,0.0
51895,1,0,0.0
52645,1,0,0.0
49387,2,0,0.0
50647,1,0,0.0
50777,1,0,0.0
52701,26,0,0.0
53141,1,0,0.0
54173,2,0,0.0
46277,1,0,0.0
46451,2,0,0.0
47812,3,0,0.0
48058,1,0,0.0
48841,4,0,0.0
50816,1,0,0.0
51691,10,0,0.0
54218,1,0,0.0
45712,2,0,0.0
47433,2,0,0.0
48051,1,0,0.0
48886,7,0,0.0
50690,4,0,0.0
51829,1,0,0.0
52326,1,0,0.0
54163,1,0,0.0
54411,1,0,0.0
46534,1,0,0.0
46960,1,0,0.0
48785,17,0,0.0
49022,1,0,0.0
49025,2,0,0.0
50547,2,0,0.0
53157,2,0,0.0
53926,2,0,0.0
54225,1,0,0.0
47458,4,0,0.0
48986,1,0,0.0
49223,18,0,0.0
49917,7,0,0.0
51285,2,0,0.0
53368,1,0,0.0
45771,2,0,0.0
48405,1,0,0.0
49973,29,0,0.0
51480,1,0,0.0
51503,1,0,0.0
53322,26,0,0.0
46738,3,0,0.0
47218,1,0,0.0
49761,2,0,0.0
52148,2,0,0.0
53323,2,0,0.0
45520,1,0,0.0
46408,3,0,0.0
46773,5,0,0.0
46899,1,0,0.0
47059,1,0,0.0
47657,5,0,0.0
47707,1,0,0.0
47829,20,0,0.0
49420,6,0,0.0
49646,3,0,0.0
50850,23,0,0.0
51381,1,0,0.0
53302,3,0,0.0
53721,7,0,0.0
54041,1,0,0.0
46645,1,0,0.0
46732,2,0,0.0
48840,4,0,0.0
51171,43,0,0.0
51668,1,0,0.0
51995,11,0,0.0
48499,2,0,0.0
48613,4,0,0.0
49401,6,0,0.0
50301,1,0,0.0
50569,3,0,0.0
53553,4,0,0.0
45736,19,0,0.0
46756,2,0,0.0
48465,1,0,0.0
49421,3,0,0.0
49934,2,0,0.0
50300,7,0,0.0
50313,5,0,0.0
50717,40,0,0.0
53626,10,0,0.0
54365,1,0,0.0
46286,1,0,0.0
48584,2,0,0.0
49272,1,0,0.0
50736,1,0,0.0
50982,1,0,0.0
51518,14,0,0.0
53187,1,0,0.0
53402,1,0,0.0
45379,3,0,0.0
47625,31,0,0.0
49448,24,0,0.0
51673,1,0,0.0
53188,1,0,0.0
53514,1,0,0.0
50376,2,0,0.0
51325,1,0,0.0
53143,1,0,0.0
53832,1,0,0.0
45409,1,0,0.0
46193,1,0,0.0
47436,1,0,0.0
47899,1,0,0.0
48904,1,0,0.0
51952,26,0,0.0
52235,8,0,0.0
52501,9,0,0.0
53867,1,0,0.0
46923,5,0,0.0
47943,8,0,0.0
48055,2,0,0.0
49137,1,0,0.0
50541,11,0,0.0
51690,3,0,0.0
52839,4,0,0.0
53436,2,0,0.0
45655,10,0,0.0
46317,2,0,0.0
49674,1,0,0.0
50408,2,0,0.0
51823,1,0,0.0
52118,2,0,0.0
53161,3,0,0.0
54037,1,0,0.0
45994,1,0,0.0
46548,1,0,0.0
47679,7,0,0.0
50628,3,0,0.0
52277,4,0,0.0
53146,1,0,0.0
45346,7,0,0.0
47202,3,0,0.0
47254,14,0,0.0
47782,2,0,0.0
48585,1,0,0.0
48755,2,0,0.0
49909,17,0,0.0
50029,1,0,0.0
50710,2,0,0.0
46208,6,0,0.0
46787,7,0,0.0
46963,1,0,0.0
47213,1,0,0.0
47404,1,0,0.0
49571,2,0,0.0
50885,4,0,0.0
51074,1,0,0.0
51288,1,0,0.0
51485,2,0,0.0
52465,1,0,0.0
53564,23,0,0.0
54290,1,0,0.0
45948,1,0,0.0
47424,3,0,0.0
47729,27,0,0.0
50088,1,0,0.0
50337,1,0,0.0
50750,1,0,0.0
51299,7,0,0.0
51568,34,0,0.0
52208,9,0,0.0
45921,10,0,0.0
46163,2,0,0.0
46260,1,0,0.0
46392,2,0,0.0
46774,2,0,0.0
47010,6,0,0.0
47924,1,0,0.0
48905,8,0,0.0
49969,2,0,0.0
52696,3,0,0.0
46173,1,0,0.0
46385,2,0,0.0
47660,22,0,0.0
48011,38,0,0.0
49269,1,0,0.0
50536,14,0,0.0
50922,1,0,0.0
52095,8,0,0.0
53019,1,0,0.0
53362,13,0,0.0
53393,25,0,0.0
53395,6,0,0.0
46830,1,0,0.0
46838,2,0,0.0
47800,1,0,0.0
49380,2,0,0.0
49654,17,0,0.0
51324,3,0,0.0
52144,3,0,0.0
52452,23,0,0.0
53854,28,0,0.0
46191,1,0,0.0
47762,9,0,0.0
49634,1,0,0.0
50014,5,0,0.0
50746,1,0,0.0
51262,8,0,0.0
53805,1,0,0.0
54167,85,0,0.0
45508,1,0,0.0
46187,6,0,0.0
47435,2,0,0.0
48140,3,0,0.0
48916,2,0,0.0
49847,1,0,0.0
50607,1,0,0.0
51443,1,0,0.0
51472,1,0,0.0
51482,1,0,0.0
53121,1,0,0.0
53715,1,0,0.0
53748,1,0,0.0
54391,2,0,0.0
45304,7,0,0.0
45827,1,0,0.0
46687,2,0,0.0
48753,1,0,0.0
49057,1,0,0.0
50565,2,0,0.0
51078,3,0,0.0
51441,1,0,0.0
45402,5,0,0.0
46543,1,0,0.0
51137,3,0,0.0
52124,1,0,0.0
52486,5,0,0.0
53027,10,0,0.0
53982,11,0,0.0
46387,3,0,0.0
46458,11,0,0.0
47350,14,0,0.0
47688,1,0,0.0
50141,4,0,0.0
50665,1,0,0.0
50852,1,0,0.0
52687,1,0,0.0
53074,1,0,0.0
46482,1,0,0.0
47192,2,0,0.0
48991,1,0,0.0
50002,4,0,0.0
51992,5,0,0.0
52354,1,0,0.0
52679,1,0,0.0
53176,10,0,0.0
53385,2,0,0.0
53834,1,0,0.0
54307,1,0,0.0
46375,9,0,0.0
47412,1,0,0.0
47871,1,0,0.0
48132,25,0,0.0
48165,1,0,0.0
48656,5,0,0.0
50266,3,0,0.0
53309,1,0,0.0
54362,1,0,0.0
45369,4,0,0.0
45748,2,0,0.0
45957,2,0,0.0
47554,1,0,0.0
47646,2,0,0.0
48024,1,0,0.0
48821,1,0,0.0
49065,1,0,0.0
49670,1,0,0.0
50043,10,0,0.0
50097,1,0,0.0
50285,1,0,0.0
51947,32,0,0.0
53697,1,0,0.0
54207,2,0,0.0
48248,2,0,0.0
48648,4,0,0.0
49390,1,0,0.0
51519,2,0,0.0
46121,10,0,0.0
46327,1,0,0.0
49045,1,0,0.0
49291,2,0,0.0
49792,1,0,0.0
50199,3,0,0.0
51364,42,0,0.0
53355,1,0,0.0
46219,4,0,0.0
49416,1,0,0.0
49604,3,0,0.0
50668,5,0,0.0
50730,22,0,0.0
52742,1,0,0.0
46212,1,0,0.0
52229,4,0,0.0
52298,1,0,0.0
52394,2,0,0.0
53060,14,0,0.0
53558,13,0,0.0
53761,1,0,0.0
47649,13,0,0.0
48321,3,0,0.0
49245,1,0,0.0
50054,1,0,0.0
50430,1,0,0.0
50443,11,0,0.0
52177,1,0,0.0
46224,18,0,0.0
47351,2,0,0.0
48786,1,0,0.0
51121,1,0,0.0
52724,2,0,0.0
45410,2,0,0.0
47398,2,0,0.0
48218,1,0,0.0
49801,15,0,0.0
50068,1,0,0.0
51500,1,0,0.0
52524,1,0,0.0
52569,1,0,0.0
53984,21,0,0.0
45808,2,0,0.0
46434,2,0,0.0
46807,1,0,0.0
51667,1,0,0.0
52367,6,0,0.0
45668,1,0,0.0
45679,5,0,0.0
46460,15,0,0.0
49411,3,0,0.0
50000,1,0,0.0
45791,6,0,0.0
46552,1,0,0.0
48371,2,0,0.0
49573,2,0,0.0
50305,1,0,0.0
50392,8,0,0.0
51876,5,0,0.0
52192,6,0,0.0
52647,1,0,0.0
53521,1,0,0.0
53799,1,0,0.0
45792,5,0,0.0
46533,2,0,0.0
48000,3,0,0.0
48858,1,0,0.0
50925,2,0,0.0
51059,4,0,0.0
51435,1,0,0.0
51824,1,0,0.0
52807,1,0,0.0
46991,11,0,0.0
47011,2,0,0.0
48284,1,0,0.0
48581,1,0,0.0
52715,1,0,0.0
53203,14,0,0.0
53437,2,0,0.0
46161,1,0,0.0
47465,2,0,0.0
48937,1,0,0.0
49623,2,0,0.0
49910,1,0,0.0
50352,1,0,0.0
51684,2,0,0.0
52357,1,0,0.0
53792,1,0,0.0
53908,8,0,0.0
54142,22,0,0.0
45821,1,0,0.0
46075,1,0,0.0
47510,1,0,0.0
47556,1,0,0.0
50716,1,0,0.0
50822,1,0,0.0
53328,1,0,0.0
45563,3,0,0.0
46723,9,0,0.0
46770,11,0,0.0
46967,6,0,0.0
47370,4,0,0.0
47905,5,0,0.0
50921,1,0,0.0
51026,1,0,0.0
51913,65,0,0.0
53772,1,0,0.0
54094,10,0,0.0
46812,1,0,0.0
46895,1,0,0.0
49749,3,0,0.0
51008,2,0,0.0
51037,1,0,0.0
51784,7,0,0.0
52146,2,0,0.0
53149,4,0,0.0
54363,2,0,0.0
45297,1,0,0.0
45434,1,0,0.0
49772,1,0,0.0
50441,38,0,0.0
51067,1,0,0.0
51576,1,0,0.0
52052,4,0,0.0
52356,1,0,0.0
52476,8,0,0.0
54155,36,0,0.0
45366,3,0,0.0
47975,1,0,0.0
48982,1,0,0.0
50129,15,0,0.0
50143,4,0,0.0
52103,66,0,0.0
52874,1,0,0.0
46623,2,0,0.0
48025,8,0,0.0
